query_start_date,query_end_date,docket_number,filing_date,link_1,link_2
2010-01-01,2010-06-28,MJ-06202-CV-0000270-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-06202-CV-0000270-2010&dnh=kAfzfdU5wBQQhGQqONz9ag%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-06202-CV-0000270-2010&dnh=kAfzfdU5wBQQhGQqONz9ag%3D%3D
2010-01-01,2010-06-28,MJ-06104-NT-0000701-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-06104-NT-0000701-2010&dnh=JM00cOdeDV5t4CZ%2FBzNkNQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-06104-NT-0000701-2010&dnh=JM00cOdeDV5t4CZ%2FBzNkNQ%3D%3D
2010-01-01,2010-06-28,MJ-06103-CR-0000189-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-06103-CR-0000189-2010&dnh=%2FoWVp0%2Br05AV%2BgBfNJX1xg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-06103-CR-0000189-2010&dnh=%2FoWVp0%2Br05AV%2BgBfNJX1xg%3D%3D
2010-01-01,2010-06-28,MJ-59303-CV-0000142-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-59303-CV-0000142-2010&dnh=hRWInjGOL4PjE1ZnPStnuw%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-59303-CV-0000142-2010&dnh=hRWInjGOL4PjE1ZnPStnuw%3D%3D
2010-01-01,2010-06-28,MJ-59303-CR-0000110-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-59303-CR-0000110-2010&dnh=KvF7l1wk80Sa2hcE8e7EmQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-59303-CR-0000110-2010&dnh=KvF7l1wk80Sa2hcE8e7EmQ%3D%3D
2010-01-01,2010-06-28,MJ-59301-NT-0000119-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-59301-NT-0000119-2010&dnh=HLEZutBhcdDZt%2BZFIbB8EA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-59301-NT-0000119-2010&dnh=HLEZutBhcdDZt%2BZFIbB8EA%3D%3D
2010-01-01,2010-06-28,MJ-59301-NT-0000118-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-59301-NT-0000118-2010&dnh=4zywSzo3drhMg5yPPWrOUA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-59301-NT-0000118-2010&dnh=4zywSzo3drhMg5yPPWrOUA%3D%3D
2010-01-01,2010-06-28,MJ-58301-CV-0000159-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-58301-CV-0000159-2010&dnh=wNYCVL3OVzCTFxisUf%2B4eA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-58301-CV-0000159-2010&dnh=wNYCVL3OVzCTFxisUf%2B4eA%3D%3D
2010-01-01,2010-06-28,MJ-58301-CV-0000158-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-58301-CV-0000158-2010&dnh=gqgT7zETXYe1UUC01ebLUQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-58301-CV-0000158-2010&dnh=gqgT7zETXYe1UUC01ebLUQ%3D%3D
2010-01-01,2010-06-28,MJ-58301-CV-0000157-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-58301-CV-0000157-2010&dnh=i%2BIQnSXKV58i1Ck3Jl5GSA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-58301-CV-0000157-2010&dnh=i%2BIQnSXKV58i1Ck3Jl5GSA%3D%3D
2010-01-01,2010-06-28,MJ-56301-NT-0000560-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-56301-NT-0000560-2010&dnh=XebCBOdOqhPVjg9zkpa7kA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-56301-NT-0000560-2010&dnh=XebCBOdOqhPVjg9zkpa7kA%3D%3D
2010-01-01,2010-06-28,MJ-56301-CR-0000204-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-56301-CR-0000204-2010&dnh=jKoSzLglfGGm5yj%2BxqW9Ng%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-56301-CR-0000204-2010&dnh=jKoSzLglfGGm5yj%2BxqW9Ng%3D%3D
2010-01-01,2010-06-28,MJ-56301-CR-0000201-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-56301-CR-0000201-2010&dnh=wpYg2fykGmmhmyOHHG7WpQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-56301-CR-0000201-2010&dnh=wpYg2fykGmmhmyOHHG7WpQ%3D%3D
2010-01-01,2010-06-28,MJ-56301-CR-0000200-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-56301-CR-0000200-2010&dnh=q3aCvNtiveEUnt%2BP3mD3hA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-56301-CR-0000200-2010&dnh=q3aCvNtiveEUnt%2BP3mD3hA%3D%3D
2010-01-01,2010-06-28,MJ-56301-CR-0000199-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-56301-CR-0000199-2010&dnh=JCAWC9IOMsvdV%2BCrYw%2BhWw%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-56301-CR-0000199-2010&dnh=JCAWC9IOMsvdV%2BCrYw%2BhWw%3D%3D
2010-01-01,2010-06-28,MJ-55401-CV-0110027-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-55401-CV-0110027-2010&dnh=Fp58fQtVlTu2SnajyE4yEg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-55401-CV-0110027-2010&dnh=Fp58fQtVlTu2SnajyE4yEg%3D%3D
2010-01-01,2010-06-28,MJ-54303-CV-0110077-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-54303-CV-0110077-2010&dnh=Oi7oFdUjus17%2BIzrIfg8ZA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-54303-CV-0110077-2010&dnh=Oi7oFdUjus17%2BIzrIfg8ZA%3D%3D
2010-01-01,2010-06-28,MJ-54303-CV-0110076-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-54303-CV-0110076-2010&dnh=JubJNZ05BofS0XkRxQ4cGg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-54303-CV-0110076-2010&dnh=JubJNZ05BofS0XkRxQ4cGg%3D%3D
2010-01-01,2010-06-28,MJ-54303-CV-0110075-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-54303-CV-0110075-2010&dnh=M2e33U7eGH0t7AeNWB2a2w%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-54303-CV-0110075-2010&dnh=M2e33U7eGH0t7AeNWB2a2w%3D%3D
2010-01-01,2010-06-28,MJ-54303-CV-0110074-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-54303-CV-0110074-2010&dnh=Prn3NoinC8uwkNxooI2fTA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-54303-CV-0110074-2010&dnh=Prn3NoinC8uwkNxooI2fTA%3D%3D
2010-01-01,2010-06-28,MJ-54303-CV-0110073-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-54303-CV-0110073-2010&dnh=5kysvzXohWUbNjm5hhhMBA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-54303-CV-0110073-2010&dnh=5kysvzXohWUbNjm5hhhMBA%3D%3D
2010-01-01,2010-06-28,MJ-54303-CR-0000136-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-54303-CR-0000136-2010&dnh=cyKXquu5eO0ZW9chPeFdBg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-54303-CR-0000136-2010&dnh=cyKXquu5eO0ZW9chPeFdBg%3D%3D
2010-01-01,2010-06-28,MJ-05314-CR-0000121-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05314-CR-0000121-2010&dnh=mx6EwZhKnykwvqLlTTrUyg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05314-CR-0000121-2010&dnh=mx6EwZhKnykwvqLlTTrUyg%3D%3D
2010-01-01,2010-06-28,MJ-05313-CV-0000162-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05313-CV-0000162-2010&dnh=Bj03YncTS7Mf7KI71tGipA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05313-CV-0000162-2010&dnh=Bj03YncTS7Mf7KI71tGipA%3D%3D
2010-01-01,2010-06-28,MJ-05313-CV-0000161-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05313-CV-0000161-2010&dnh=apmzrO0RNscjeE42nJRggg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05313-CV-0000161-2010&dnh=apmzrO0RNscjeE42nJRggg%3D%3D
2010-01-01,2010-06-28,MJ-05312-LT-0000378-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05312-LT-0000378-2010&dnh=XQ6lh7MgmPhSoiJI0oWnbQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05312-LT-0000378-2010&dnh=XQ6lh7MgmPhSoiJI0oWnbQ%3D%3D
2010-01-01,2010-06-28,MJ-05312-LT-0000375-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05312-LT-0000375-2010&dnh=GcT0fwHp5%2B1Jcj7wMo7tBA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05312-LT-0000375-2010&dnh=GcT0fwHp5%2B1Jcj7wMo7tBA%3D%3D
2010-01-01,2010-06-28,MJ-05312-CV-0000377-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05312-CV-0000377-2010&dnh=50esKMYUr40WaBVIKCLPQQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05312-CV-0000377-2010&dnh=50esKMYUr40WaBVIKCLPQQ%3D%3D
2010-01-01,2010-06-28,MJ-05312-CV-0000376-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05312-CV-0000376-2010&dnh=%2FThFsmetEIwJwmcwpA7ARg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05312-CV-0000376-2010&dnh=%2FThFsmetEIwJwmcwpA7ARg%3D%3D
2010-01-01,2010-06-28,MJ-53101-CV-0000285-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-53101-CV-0000285-2010&dnh=yY5uC7GU837S4p2X%2BnCYEw%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-53101-CV-0000285-2010&dnh=yY5uC7GU837S4p2X%2BnCYEw%3D%3D
2010-01-01,2010-06-28,MJ-53101-CV-0000284-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-53101-CV-0000284-2010&dnh=4BeWiby%2BTDMGu%2FNFG64nog%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-53101-CV-0000284-2010&dnh=4BeWiby%2BTDMGu%2FNFG64nog%3D%3D
2010-01-01,2010-06-28,MJ-05309-NT-0001399-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05309-NT-0001399-2010&dnh=K1AeClRuQoURzU8RBPBXdA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05309-NT-0001399-2010&dnh=K1AeClRuQoURzU8RBPBXdA%3D%3D
2010-01-01,2010-06-28,MJ-05305-CR-0000078-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05305-CR-0000078-2010&dnh=VPZQFYPRPJWnEpMoOEavjg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05305-CR-0000078-2010&dnh=VPZQFYPRPJWnEpMoOEavjg%3D%3D
2010-01-01,2010-06-28,MJ-05304-NT-0003769-2011,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05304-NT-0003769-2011&dnh=gyHNGFWshj%2F7Eqe188qaUQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05304-NT-0003769-2011&dnh=gyHNGFWshj%2F7Eqe188qaUQ%3D%3D
2010-01-01,2010-06-28,MJ-05304-CR-0000174-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05304-CR-0000174-2010&dnh=KTedAj%2F%2BceULRbJCtS1EXQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05304-CR-0000174-2010&dnh=KTedAj%2F%2BceULRbJCtS1EXQ%3D%3D
2010-01-01,2010-06-28,MJ-05247-NT-0000875-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05247-NT-0000875-2010&dnh=s1QAP10bMM%2BXWB%2BAgbiH7Q%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05247-NT-0000875-2010&dnh=s1QAP10bMM%2BXWB%2BAgbiH7Q%3D%3D
2010-01-01,2010-06-28,MJ-05243-CR-0000240-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05243-CR-0000240-2010&dnh=ofcnI1lEiPM9MuLL7Gu8uw%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05243-CR-0000240-2010&dnh=ofcnI1lEiPM9MuLL7Gu8uw%3D%3D
2010-01-01,2010-06-28,MJ-05240-LT-0000361-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-LT-0000361-2010&dnh=glJOvnzu8%2FL4hfxw5WUFzg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-LT-0000361-2010&dnh=glJOvnzu8%2FL4hfxw5WUFzg%3D%3D
2010-01-01,2010-06-28,MJ-05240-LT-0000360-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-LT-0000360-2010&dnh=Q4JHGX0iNvcDe%2Bc8sZJ7dg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-LT-0000360-2010&dnh=Q4JHGX0iNvcDe%2Bc8sZJ7dg%3D%3D
2010-01-01,2010-06-28,MJ-05240-LT-0000359-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-LT-0000359-2010&dnh=ZmKIC%2FtWC8UuJuWsebNvFA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-LT-0000359-2010&dnh=ZmKIC%2FtWC8UuJuWsebNvFA%3D%3D
2010-01-01,2010-06-28,MJ-05240-LT-0000358-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-LT-0000358-2010&dnh=rfnzh6NkG5atDV35YJAD%2Bw%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-LT-0000358-2010&dnh=rfnzh6NkG5atDV35YJAD%2Bw%3D%3D
2010-01-01,2010-06-28,MJ-05240-LT-0000357-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-LT-0000357-2010&dnh=kB03IyRBuGB8F2xxA%2FJ9mg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-LT-0000357-2010&dnh=kB03IyRBuGB8F2xxA%2FJ9mg%3D%3D
2010-01-01,2010-06-28,MJ-05240-LT-0000356-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-LT-0000356-2010&dnh=SI5LoVN5Igol5xwje3mVRQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-LT-0000356-2010&dnh=SI5LoVN5Igol5xwje3mVRQ%3D%3D
2010-01-01,2010-06-28,MJ-05240-LT-0000355-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-LT-0000355-2010&dnh=xZuWR3vwhFqZ0ghmlNV5tg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-LT-0000355-2010&dnh=xZuWR3vwhFqZ0ghmlNV5tg%3D%3D
2010-01-01,2010-06-28,MJ-05240-LT-0000354-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-LT-0000354-2010&dnh=G6yhOsh0xRYK2Hnklsu3uw%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-LT-0000354-2010&dnh=G6yhOsh0xRYK2Hnklsu3uw%3D%3D
2010-01-01,2010-06-28,MJ-05240-LT-0000353-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-LT-0000353-2010&dnh=ELV7gtWwGzijBL%2FpWNPtKw%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-LT-0000353-2010&dnh=ELV7gtWwGzijBL%2FpWNPtKw%3D%3D
2010-01-01,2010-06-28,MJ-05240-LT-0000352-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-LT-0000352-2010&dnh=jXyJ%2B6Yx1zugLbugWngCSA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-LT-0000352-2010&dnh=jXyJ%2B6Yx1zugLbugWngCSA%3D%3D
2010-01-01,2010-06-28,MJ-05240-CV-0000364-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-CV-0000364-2010&dnh=dABciRlbTkkbjFrfFU%2BOAg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-CV-0000364-2010&dnh=dABciRlbTkkbjFrfFU%2BOAg%3D%3D
2010-01-01,2010-06-28,MJ-05240-CV-0000363-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-CV-0000363-2010&dnh=%2FgSEVjLXiCznqDstiCFdEQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-CV-0000363-2010&dnh=%2FgSEVjLXiCznqDstiCFdEQ%3D%3D
2010-01-01,2010-06-28,MJ-05240-CV-0000362-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05240-CV-0000362-2010&dnh=94ezzwnMoVPAXgOlN8Uw%2FA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05240-CV-0000362-2010&dnh=94ezzwnMoVPAXgOlN8Uw%2FA%3D%3D
2010-01-01,2010-06-28,MJ-05238-LT-0000303-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05238-LT-0000303-2010&dnh=fc3B18TrhRt5mq9M1JwRpQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05238-LT-0000303-2010&dnh=fc3B18TrhRt5mq9M1JwRpQ%3D%3D
2010-01-01,2010-06-28,MJ-05238-LT-0000302-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05238-LT-0000302-2010&dnh=ecW6FqidS%2FjFB%2FWhKDjFFg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05238-LT-0000302-2010&dnh=ecW6FqidS%2FjFB%2FWhKDjFFg%3D%3D
2010-01-01,2010-06-28,MJ-05238-LT-0000301-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05238-LT-0000301-2010&dnh=Z2ZyNikKpCkdaaJPdFvaSQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05238-LT-0000301-2010&dnh=Z2ZyNikKpCkdaaJPdFvaSQ%3D%3D
2010-01-01,2010-06-28,MJ-05238-LT-0000300-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05238-LT-0000300-2010&dnh=oThtohB9j8NsF9S69LYC%2BQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05238-LT-0000300-2010&dnh=oThtohB9j8NsF9S69LYC%2BQ%3D%3D
2010-01-01,2010-06-28,MJ-05238-CV-0000306-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05238-CV-0000306-2010&dnh=P%2B8XzbDhSTt8MFZrLyDddA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05238-CV-0000306-2010&dnh=P%2B8XzbDhSTt8MFZrLyDddA%3D%3D
2010-01-01,2010-06-28,MJ-05238-CV-0000305-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05238-CV-0000305-2010&dnh=4EEkw1B2Mj%2BIGEu3drpThw%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05238-CV-0000305-2010&dnh=4EEkw1B2Mj%2BIGEu3drpThw%3D%3D
2010-01-01,2010-06-28,MJ-05238-CV-0000304-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05238-CV-0000304-2010&dnh=gIVh9lc8wAd%2BVjymSFmHxg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05238-CV-0000304-2010&dnh=gIVh9lc8wAd%2BVjymSFmHxg%3D%3D
2010-01-01,2010-06-28,MJ-05236-CR-0000104-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05236-CR-0000104-2010&dnh=lUz1ApXIGGcvpIY7tYfWOA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05236-CR-0000104-2010&dnh=lUz1ApXIGGcvpIY7tYfWOA%3D%3D
2010-01-01,2010-06-28,MJ-52301-CR-0000172-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-52301-CR-0000172-2010&dnh=3xBTmK2HeN45vhEXa6jRwA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-52301-CR-0000172-2010&dnh=3xBTmK2HeN45vhEXa6jRwA%3D%3D
2010-01-01,2010-06-28,MJ-52301-CR-0000171-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-52301-CR-0000171-2010&dnh=DrJFRnTLwybaWDRbKCRZuw%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-52301-CR-0000171-2010&dnh=DrJFRnTLwybaWDRbKCRZuw%3D%3D
2010-01-01,2010-06-28,MJ-05223-CR-0000220-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05223-CR-0000220-2010&dnh=s%2Flh%2FYkzjM4CBPmqBibSNw%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05223-CR-0000220-2010&dnh=s%2Flh%2FYkzjM4CBPmqBibSNw%3D%3D
2010-01-01,2010-06-28,MJ-05222-CV-0000163-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05222-CV-0000163-2010&dnh=2V7PSEKIScyj3MNIbwPSpA%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05222-CV-0000163-2010&dnh=2V7PSEKIScyj3MNIbwPSpA%3D%3D
2010-01-01,2010-06-28,MJ-05222-CR-0000249-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05222-CR-0000249-2010&dnh=DrkweflZnsPzHeLOlQUqfg%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05222-CR-0000249-2010&dnh=DrkweflZnsPzHeLOlQUqfg%3D%3D
2010-01-01,2010-06-28,MJ-05222-CR-0000248-2010,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05222-CR-0000248-2010&dnh=gfC%2FvqfGhxYQUfVDfrcY6Q%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05222-CR-0000248-2010&dnh=gfC%2FvqfGhxYQUfVDfrcY6Q%3D%3D
2010-01-01,2010-06-28,MJ-05214-NT-0012286-2011,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05214-NT-0012286-2011&dnh=HVZM8ol1PFYzLPg%2B%2FkrIrw%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05214-NT-0012286-2011&dnh=HVZM8ol1PFYzLPg%2B%2FkrIrw%3D%3D
2010-01-01,2010-06-28,MJ-05214-NT-0012258-2011,06/28/2010,/Report/MdjDocketSheet?docketNumber=MJ-05214-NT-0012258-2011&dnh=HTR8WZ4sCvoJVTHdnciAgQ%3D%3D,/Report/MdjCourtSummary?docketNumber=MJ-05214-NT-0012258-2011&dnh=HTR8WZ4sCvoJVTHdnciAgQ%3D%3D
